original_row_index,Plasmid accession,Plasmid name,strain name,Gene,tblastn_pident,blastn_pident,delta_pident,tblastn_qcovs,blastn_qcovs,delta_qcovs,abs_delta_pident,abs_delta_qcovs
335,CP033752.1,p2FDAARGOS_540,FDAARGOS_540,ABUW_4006,,,,,,,,
335,CP033752.1,p2FDAARGOS_540,FDAARGOS_540,ABUW_4007,,,,,,,,
335,CP033752.1,p2FDAARGOS_540,FDAARGOS_540,ABUW_4094,,,,,,,,
336,CP033753.1,p3FDAARGOS_540,FDAARGOS_540,ABUW_4004,,,,,,,,
336,CP033753.1,p3FDAARGOS_540,FDAARGOS_540,ABUW_4005,,,,,,,,
336,CP033753.1,p3FDAARGOS_540,FDAARGOS_540,ABUW_4006,,,,,,,,
336,CP033753.1,p3FDAARGOS_540,FDAARGOS_540,ABUW_4007,,,,,,,,
336,CP033753.1,p3FDAARGOS_540,FDAARGOS_540,ABUW_4094,,,,,,,,
337,CP035932.1,p2VB31459,VB31459,ABUW_4004,,,,,,,,
337,CP035932.1,p2VB31459,VB31459,ABUW_4005,,,,,,,,
337,CP035932.1,p2VB31459,VB31459,ABUW_4006,,,,,,,,
337,CP035932.1,p2VB31459,VB31459,ABUW_4007,,,,,,,,
337,CP035932.1,p2VB31459,VB31459,ABUW_4094,,,,,,,,
338,CP035933.1,p1VB31459,VB31459,ABUW_4004,,,,,,,,
338,CP035933.1,p1VB31459,VB31459,ABUW_4005,,,,,,,,
338,CP035933.1,p1VB31459,VB31459,ABUW_4006,,,,,,,,
338,CP035933.1,p1VB31459,VB31459,ABUW_4007,,,,,,,,
338,CP035933.1,p1VB31459,VB31459,ABUW_4094,,,,,,,,
339,CP039344.1,pTG31302,TG31302,ABUW_4004,,,,,,,,
339,CP039344.1,pTG31302,TG31302,ABUW_4005,,,,,,,,
339,CP039344.1,pTG31302,TG31302,ABUW_4006,,,,,,,,
339,CP039344.1,pTG31302,TG31302,ABUW_4007,,,,,,,,
339,CP039344.1,pTG31302,TG31302,ABUW_4094,,,,,,,,
340,CP039931.1,pTG29392_1,TG29392,ABUW_4004,,,,,,,,
340,CP039931.1,pTG29392_1,TG29392,ABUW_4005,,,,,,,,
340,CP039931.1,pTG29392_1,TG29392,ABUW_4006,,,,,,,,
340,CP039931.1,pTG29392_1,TG29392,ABUW_4007,,,,,,,,
340,CP039931.1,pTG29392_1,TG29392,ABUW_4094,,,,,,,,
341,CP039932.1,pTG29392_2,TG29392,ABUW_4004,,,,,,,,
341,CP039932.1,pTG29392_2,TG29392,ABUW_4005,,,,,,,,
341,CP039932.1,pTG29392_2,TG29392,ABUW_4006,,,,,,,,
341,CP039932.1,pTG29392_2,TG29392,ABUW_4007,,,,,,,,
341,CP039932.1,pTG29392_2,TG29392,ABUW_4094,,,,,,,,
342,CP039933.1,pTG29392_3,TG29392,ABUW_4004,,,,,,,,
342,CP039933.1,pTG29392_3,TG29392,ABUW_4005,,,,,,,,
342,CP039933.1,pTG29392_3,TG29392,ABUW_4006,,,,,,,,
342,CP039933.1,pTG29392_3,TG29392,ABUW_4007,,,,,,,,
342,CP039933.1,pTG29392_3,TG29392,ABUW_4094,,,,,,,,
344,CP039995.1,pTG22182_2,TG22182,ABUW_4004,,,,,,,,
344,CP039995.1,pTG22182_2,TG22182,ABUW_4005,,,,,,,,
344,CP039995.1,pTG22182_2,TG22182,ABUW_4006,,,,,,,,
344,CP039995.1,pTG22182_2,TG22182,ABUW_4007,,,,,,,,
344,CP039995.1,pTG22182_2,TG22182,ABUW_4094,,,,,,,,
345,CP039521.1,pTG22627,TG22627,ABUW_4004,,,,,,,,
345,CP039521.1,pTG22627,TG22627,ABUW_4005,,,,,,,,
345,CP039521.1,pTG22627,TG22627,ABUW_4006,,,,,,,,
345,CP039521.1,pTG22627,TG22627,ABUW_4007,,,,,,,,
345,CP039521.1,pTG22627,TG22627,ABUW_4094,,,,,,,,
346,CP039519.1,pTG22653,TG22653,ABUW_4004,,,,,,,,
346,CP039519.1,pTG22653,TG22653,ABUW_4005,,,,,,,,
346,CP039519.1,pTG22653,TG22653,ABUW_4006,,,,,,,,
346,CP039519.1,pTG22653,TG22653,ABUW_4007,,,,,,,,
346,CP039519.1,pTG22653,TG22653,ABUW_4094,,,,,,,,
347,CP036284.1,p60155_1,TG60155,ABUW_4004,,,,,,,,
347,CP036284.1,p60155_1,TG60155,ABUW_4005,,,,,,,,
347,CP036284.1,p60155_1,TG60155,ABUW_4006,,,,,,,,
347,CP036284.1,p60155_1,TG60155,ABUW_4007,,,,,,,,
347,CP036284.1,p60155_1,TG60155,ABUW_4094,,,,,,,,
348,CP036285.1,p60155_2,TG60155,ABUW_4004,,,,,,,,
348,CP036285.1,p60155_2,TG60155,ABUW_4005,,,,,,,,
348,CP036285.1,p60155_2,TG60155,ABUW_4006,,,,,,,,
348,CP036285.1,p60155_2,TG60155,ABUW_4007,,,,,,,,
348,CP036285.1,p60155_2,TG60155,ABUW_4094,,,,,,,,
350,CP039342.1,pTG31986,TG31986,ABUW_4004,,,,,,,,
350,CP039342.1,pTG31986,TG31986,ABUW_4005,,,,,,,,
350,CP039342.1,pTG31986,TG31986,ABUW_4006,,,,,,,,
350,CP039342.1,pTG31986,TG31986,ABUW_4007,,,,,,,,
350,CP039342.1,pTG31986,TG31986,ABUW_4094,,,,,,,,
351,CM016516.1,pTG31307,TG31307,ABUW_4004,,,,,,,,
351,CM016516.1,pTG31307,TG31307,ABUW_4005,,,,,,,,
351,CM016516.1,pTG31307,TG31307,ABUW_4006,,,,,,,,
351,CM016516.1,pTG31307,TG31307,ABUW_4007,,,,,,,,
351,CM016516.1,pTG31307,TG31307,ABUW_4094,,,,,,,,
352,CP038259.1,pEH_gr13,39741,ABUW_4004,,,,,,,,
352,CP038259.1,pEH_gr13,39741,ABUW_4005,,,,,,,,
352,CP038259.1,pEH_gr13,39741,ABUW_4006,,,,,,,,
352,CP038259.1,pEH_gr13,39741,ABUW_4007,,,,,,,,
352,CP038259.1,pEH_gr13,39741,ABUW_4094,,,,,,,,
353,CP038260.1,pEH_gr3,39741,ABUW_4004,,,,,,,,
353,CP038260.1,pEH_gr3,39741,ABUW_4005,,,,,,,,
353,CP038260.1,pEH_gr3,39741,ABUW_4006,,,,,,,,
353,CP038260.1,pEH_gr3,39741,ABUW_4007,,,,,,,,
353,CP038260.1,pEH_gr3,39741,ABUW_4094,,,,,,,,
354,CP038260.1,pEH_gr3,39741,ABUW_4004,,,,,,,,
354,CP038260.1,pEH_gr3,39741,ABUW_4005,,,,,,,,
354,CP038260.1,pEH_gr3,39741,ABUW_4006,,,,,,,,
354,CP038260.1,pEH_gr3,39741,ABUW_4007,,,,,,,,
354,CP038260.1,pEH_gr3,39741,ABUW_4094,,,,,,,,
355,CP038261.1,pEH_mcr4.3,39741,ABUW_4004,,,,,,,,
355,CP038261.1,pEH_mcr4.3,39741,ABUW_4005,,,,,,,,
355,CP038261.1,pEH_mcr4.3,39741,ABUW_4006,,,,,,,,
355,CP038261.1,pEH_mcr4.3,39741,ABUW_4007,,,,,,,,
355,CP038261.1,pEH_mcr4.3,39741,ABUW_4094,,,,,,,,
356,CP038263.1,pEC_gr13,LEV1449/17Ec,ABUW_4004,,,,,,,,
356,CP038263.1,pEC_gr13,LEV1449/17Ec,ABUW_4005,,,,,,,,
356,CP038263.1,pEC_gr13,LEV1449/17Ec,ABUW_4006,,,,,,,,
356,CP038263.1,pEC_gr13,LEV1449/17Ec,ABUW_4007,,,,,,,,
356,CP038263.1,pEC_gr13,LEV1449/17Ec,ABUW_4094,,,,,,,,
358,CP038265.1,pEC_mcr4.3,LEV1449/17Ec,ABUW_4004,,,,,,,,
358,CP038265.1,pEC_mcr4.3,LEV1449/17Ec,ABUW_4005,,,,,,,,
358,CP038265.1,pEC_mcr4.3,LEV1449/17Ec,ABUW_4006,,,,,,,,
358,CP038265.1,pEC_mcr4.3,LEV1449/17Ec,ABUW_4007,,,,,,,,
358,CP038265.1,pEC_mcr4.3,LEV1449/17Ec,ABUW_4094,,,,,,,,
359,CP033870.1,"p597A-6.7,",MRSN15313,ABUW_4004,,,,,,,,
359,CP033870.1,"p597A-6.7,",MRSN15313,ABUW_4005,,,,,,,,
359,CP033870.1,"p597A-6.7,",MRSN15313,ABUW_4006,,,,,,,,
359,CP033870.1,"p597A-6.7,",MRSN15313,ABUW_4007,,,,,,,,
359,CP033870.1,"p597A-6.7,",MRSN15313,ABUW_4094,,,,,,,,
360,CP033871.1,p597A-14.8,MRSN15313,ABUW_4004,,,,,,,,
360,CP033871.1,p597A-14.8,MRSN15313,ABUW_4005,,,,,,,,
360,CP033871.1,p597A-14.8,MRSN15313,ABUW_4006,,,,,,,,
360,CP033871.1,p597A-14.8,MRSN15313,ABUW_4007,,,,,,,,
360,CP033871.1,p597A-14.8,MRSN15313,ABUW_4094,,,,,,,,
361,CP033871.1,p597A-14.8,MRSN15313,ABUW_4004,,,,,,,,
361,CP033871.1,p597A-14.8,MRSN15313,ABUW_4005,,,,,,,,
361,CP033871.1,p597A-14.8,MRSN15313,ABUW_4006,,,,,,,,
361,CP033871.1,p597A-14.8,MRSN15313,ABUW_4007,,,,,,,,
361,CP033871.1,p597A-14.8,MRSN15313,ABUW_4094,,,,,,,,
362,CP033872.1,pAb-MCR4.1,MRSN15313,ABUW_4004,,,,,,,,
362,CP033872.1,pAb-MCR4.1,MRSN15313,ABUW_4005,,,,,,,,
362,CP033872.1,pAb-MCR4.1,MRSN15313,ABUW_4006,,,,,,,,
362,CP033872.1,pAb-MCR4.1,MRSN15313,ABUW_4007,,,,,,,,
362,CP033872.1,pAb-MCR4.1,MRSN15313,ABUW_4094,,,,,,,,
363,CP034093.1,pA52-1,A52,ABUW_4004,,,,,,,,
363,CP034093.1,pA52-1,A52,ABUW_4005,,,,,,,,
363,CP034093.1,pA52-1,A52,ABUW_4006,,,,,,,,
363,CP034093.1,pA52-1,A52,ABUW_4007,,,,,,,,
363,CP034093.1,pA52-1,A52,ABUW_4094,,,,,,,,
364,CP034094.1,pA52-2,A52,ABUW_4004,,,,,,,,
364,CP034094.1,pA52-2,A52,ABUW_4005,,,,,,,,
364,CP034094.1,pA52-2,A52,ABUW_4006,,,,,,,,
364,CP034094.1,pA52-2,A52,ABUW_4007,,,,,,,,
364,CP034094.1,pA52-2,A52,ABUW_4094,,,,,,,,
365,CP034095.1,pA52-3,A52,ABUW_4004,,,,,,,,
365,CP034095.1,pA52-3,A52,ABUW_4005,,,,,,,,
365,CP034095.1,pA52-3,A52,ABUW_4006,,,,,,,,
365,CP034095.1,pA52-3,A52,ABUW_4007,,,,,,,,
365,CP034095.1,pA52-3,A52,ABUW_4094,,,,,,,,
366,CP034096.1,pA52-4,A52,ABUW_4004,,,,,,,,
366,CP034096.1,pA52-4,A52,ABUW_4005,,,,,,,,
366,CP034096.1,pA52-4,A52,ABUW_4006,,,,,,,,
366,CP034096.1,pA52-4,A52,ABUW_4007,,,,,,,,
366,CP034096.1,pA52-4,A52,ABUW_4094,,,,,,,,
367,CP034097.1,pA52-OXA-72,A52,ABUW_4004,,,,,,,,
367,CP034097.1,pA52-OXA-72,A52,ABUW_4005,,,,,,,,
367,CP034097.1,pA52-OXA-72,A52,ABUW_4006,,,,,,,,
367,CP034097.1,pA52-OXA-72,A52,ABUW_4007,,,,,,,,
367,CP034097.1,pA52-OXA-72,A52,ABUW_4094,,,,,,,,
368,CM013137.1,pAB18PR065-MCR-4.3,AB18PR065,ABUW_4004,,,,,,,,
368,CM013137.1,pAB18PR065-MCR-4.3,AB18PR065,ABUW_4005,,,,,,,,
368,CM013137.1,pAB18PR065-MCR-4.3,AB18PR065,ABUW_4006,,,,,,,,
368,CM013137.1,pAB18PR065-MCR-4.3,AB18PR065,ABUW_4007,,,,,,,,
368,CM013137.1,pAB18PR065-MCR-4.3,AB18PR065,ABUW_4094,,,,,,,,
369,CP038501.1,p3CIAT758,CIAT758,ABUW_4004,,,,,,,,
369,CP038501.1,p3CIAT758,CIAT758,ABUW_4005,,,,,,,,
369,CP038501.1,p3CIAT758,CIAT758,ABUW_4006,,,,,,,,
369,CP038501.1,p3CIAT758,CIAT758,ABUW_4007,,,,,,,,
369,CP038501.1,p3CIAT758,CIAT758,ABUW_4094,,,,,,,,
370,CP038502.1,p2CIAT758,CIAT758,ABUW_4004,,,,,,,,
370,CP038502.1,p2CIAT758,CIAT758,ABUW_4005,,,,,,,,
370,CP038502.1,p2CIAT758,CIAT758,ABUW_4006,,,,,,,,
370,CP038502.1,p2CIAT758,CIAT758,ABUW_4007,,,,,,,,
370,CP038502.1,p2CIAT758,CIAT758,ABUW_4094,,,,,,,,
371,CP038503.1,p1CIAT758,CIAT758,ABUW_4004,,,,,,,,
371,CP038503.1,p1CIAT758,CIAT758,ABUW_4005,,,,,,,,
371,CP038503.1,p1CIAT758,CIAT758,ABUW_4006,,,,,,,,
371,CP038503.1,p1CIAT758,CIAT758,ABUW_4007,,,,,,,,
371,CP038503.1,p1CIAT758,CIAT758,ABUW_4094,,,,,,,,
372,CP038645.1,p8ACN21,ACN21,ABUW_4004,,,,,,,,
372,CP038645.1,p8ACN21,ACN21,ABUW_4005,,,,,,,,
372,CP038645.1,p8ACN21,ACN21,ABUW_4006,,,,,,,,
372,CP038645.1,p8ACN21,ACN21,ABUW_4007,,,,,,,,
372,CP038645.1,p8ACN21,ACN21,ABUW_4094,,,,,,,,
373,CP038646.1,p7ACN21,ACN21,ABUW_4004,,,,,,,,
373,CP038646.1,p7ACN21,ACN21,ABUW_4005,,,,,,,,
373,CP038646.1,p7ACN21,ACN21,ABUW_4006,,,,,,,,
373,CP038646.1,p7ACN21,ACN21,ABUW_4007,,,,,,,,
373,CP038646.1,p7ACN21,ACN21,ABUW_4094,,,,,,,,
374,CP038647.1,p6ACN21,ACN21,ABUW_4004,,,,,,,,
374,CP038647.1,p6ACN21,ACN21,ABUW_4005,,,,,,,,
374,CP038647.1,p6ACN21,ACN21,ABUW_4006,,,,,,,,
374,CP038647.1,p6ACN21,ACN21,ABUW_4007,,,,,,,,
374,CP038647.1,p6ACN21,ACN21,ABUW_4094,,,,,,,,
375,CP038648.1,p5ACN21,ACN21,ABUW_4004,,,,,,,,
375,CP038648.1,p5ACN21,ACN21,ABUW_4005,,,,,,,,
375,CP038648.1,p5ACN21,ACN21,ABUW_4006,,,,,,,,
375,CP038648.1,p5ACN21,ACN21,ABUW_4007,,,,,,,,
375,CP038648.1,p5ACN21,ACN21,ABUW_4094,,,,,,,,
376,CP038649.1,p4ACN21,ACN21,ABUW_4004,,,,,,,,
376,CP038649.1,p4ACN21,ACN21,ABUW_4005,,,,,,,,
376,CP038649.1,p4ACN21,ACN21,ABUW_4006,,,,,,,,
376,CP038649.1,p4ACN21,ACN21,ABUW_4007,,,,,,,,
376,CP038649.1,p4ACN21,ACN21,ABUW_4094,,,,,,,,
377,CP038650.1,p3ACN21,ACN21,ABUW_4004,,,,,,,,
377,CP038650.1,p3ACN21,ACN21,ABUW_4005,,,,,,,,
377,CP038650.1,p3ACN21,ACN21,ABUW_4006,,,,,,,,
377,CP038650.1,p3ACN21,ACN21,ABUW_4007,,,,,,,,
377,CP038650.1,p3ACN21,ACN21,ABUW_4094,,,,,,,,
378,CP038651.1,p2ACN21,ACN21,ABUW_4004,,,,,,,,
378,CP038651.1,p2ACN21,ACN21,ABUW_4005,,,,,,,,
378,CP038651.1,p2ACN21,ACN21,ABUW_4006,,,,,,,,
378,CP038651.1,p2ACN21,ACN21,ABUW_4007,,,,,,,,
378,CP038651.1,p2ACN21,ACN21,ABUW_4094,,,,,,,,
379,CP038652.1,p1ACN21,ACN21,ABUW_4004,,,,,,,,
379,CP038652.1,p1ACN21,ACN21,ABUW_4005,,,,,,,,
379,CP038652.1,p1ACN21,ACN21,ABUW_4006,,,,,,,,
379,CP038652.1,p1ACN21,ACN21,ABUW_4007,,,,,,,,
379,CP038652.1,p1ACN21,ACN21,ABUW_4094,,,,,,,,
381,CP040044.1,p2VB958,VB958,ABUW_4004,,,,,,,,
381,CP040044.1,p2VB958,VB958,ABUW_4005,,,,,,,,
381,CP040044.1,p2VB958,VB958,ABUW_4006,,,,,,,,
381,CP040044.1,p2VB958,VB958,ABUW_4007,,,,,,,,
381,CP040044.1,p2VB958,VB958,ABUW_4094,,,,,,,,
382,CP040045.1,p1VB958,VB958,ABUW_4004,,,,,,,,
382,CP040045.1,p1VB958,VB958,ABUW_4005,,,,,,,,
382,CP040045.1,p1VB958,VB958,ABUW_4006,,,,,,,,
382,CP040045.1,p1VB958,VB958,ABUW_4007,,,,,,,,
382,CP040045.1,p1VB958,VB958,ABUW_4094,,,,,,,,
383,CP040049.1,pVB1190,VB1190,ABUW_4004,,,,,,,,
383,CP040049.1,pVB1190,VB1190,ABUW_4005,,,,,,,,
383,CP040049.1,pVB1190,VB1190,ABUW_4006,,,,,,,,
383,CP040049.1,pVB1190,VB1190,ABUW_4007,,,,,,,,
383,CP040049.1,pVB1190,VB1190,ABUW_4094,,,,,,,,
384,CP040051.1,p2VB16141,VB16141,ABUW_4004,,,,,,,,
384,CP040051.1,p2VB16141,VB16141,ABUW_4005,,,,,,,,
384,CP040051.1,p2VB16141,VB16141,ABUW_4006,,,,,,,,
384,CP040051.1,p2VB16141,VB16141,ABUW_4007,,,,,,,,
384,CP040051.1,p2VB16141,VB16141,ABUW_4094,,,,,,,,
385,CP040052.1,p1VB16141,VB16141,ABUW_4004,,,,,,,,
385,CP040052.1,p1VB16141,VB16141,ABUW_4005,,,,,,,,
385,CP040052.1,p1VB16141,VB16141,ABUW_4006,,,,,,,,
385,CP040052.1,p1VB16141,VB16141,ABUW_4007,,,,,,,,
385,CP040052.1,p1VB16141,VB16141,ABUW_4094,,,,,,,,
386,CP040054.1,p3VB35179,VB35179,ABUW_4004,,,,,,,,
386,CP040054.1,p3VB35179,VB35179,ABUW_4005,,,,,,,,
386,CP040054.1,p3VB35179,VB35179,ABUW_4006,,,,,,,,
386,CP040054.1,p3VB35179,VB35179,ABUW_4007,,,,,,,,
386,CP040054.1,p3VB35179,VB35179,ABUW_4094,,,,,,,,
387,CP040055.1,p1VB35179,VB35179,ABUW_4004,,,,,,,,
387,CP040055.1,p1VB35179,VB35179,ABUW_4005,,,,,,,,
387,CP040055.1,p1VB35179,VB35179,ABUW_4006,,,,,,,,
387,CP040055.1,p1VB35179,VB35179,ABUW_4007,,,,,,,,
387,CP040055.1,p1VB35179,VB35179,ABUW_4094,,,,,,,,
388,CP040057.1,p2VB35179,VB35179,ABUW_4004,,,,,,,,
388,CP040057.1,p2VB35179,VB35179,ABUW_4005,,,,,,,,
388,CP040057.1,p2VB35179,VB35179,ABUW_4006,,,,,,,,
388,CP040057.1,p2VB35179,VB35179,ABUW_4007,,,,,,,,
388,CP040057.1,p2VB35179,VB35179,ABUW_4094,,,,,,,,
389,CP040083.1,pSP304,SP304,ABUW_4004,,,,,,,,
389,CP040083.1,pSP304,SP304,ABUW_4005,,,,,,,,
389,CP040083.1,pSP304,SP304,ABUW_4006,,,,,,,,
389,CP040083.1,pSP304,SP304,ABUW_4007,,,,,,,,
389,CP040083.1,pSP304,SP304,ABUW_4094,,,,,,,,
390,CP040085.1,p2VB33071,VB33071,ABUW_4004,,,,,,,,
390,CP040085.1,p2VB33071,VB33071,ABUW_4005,,,,,,,,
390,CP040085.1,p2VB33071,VB33071,ABUW_4006,,,,,,,,
390,CP040085.1,p2VB33071,VB33071,ABUW_4007,,,,,,,,
390,CP040085.1,p2VB33071,VB33071,ABUW_4094,,,,,,,,
391,CP040086.1,p1VB33071,VB33071,ABUW_4004,,,,,,,,
391,CP040086.1,p1VB33071,VB33071,ABUW_4005,,,,,,,,
391,CP040086.1,p1VB33071,VB33071,ABUW_4006,,,,,,,,
391,CP040086.1,p1VB33071,VB33071,ABUW_4007,,,,,,,,
391,CP040086.1,p1VB33071,VB33071,ABUW_4094,,,,,,,,
392,CP040088.1,pVB35575,VB35575,ABUW_4004,,,,,,,,
392,CP040088.1,pVB35575,VB35575,ABUW_4005,,,,,,,,
392,CP040088.1,pVB35575,VB35575,ABUW_4006,,,,,,,,
392,CP040088.1,pVB35575,VB35575,ABUW_4007,,,,,,,,
392,CP040088.1,pVB35575,VB35575,ABUW_4094,,,,,,,,
393,CP040260.1,p3P7774,P7774,ABUW_4004,,,,,,,,
393,CP040260.1,p3P7774,P7774,ABUW_4005,,,,,,,,
393,CP040260.1,p3P7774,P7774,ABUW_4006,,,,,,,,
393,CP040260.1,p3P7774,P7774,ABUW_4007,,,,,,,,
393,CP040260.1,p3P7774,P7774,ABUW_4094,,,,,,,,
394,CP040261.1,p2P7774,P7774,ABUW_4004,,,,,,,,
394,CP040261.1,p2P7774,P7774,ABUW_4005,,,,,,,,
394,CP040261.1,p2P7774,P7774,ABUW_4006,,,,,,,,
394,CP040261.1,p2P7774,P7774,ABUW_4007,,,,,,,,
394,CP040261.1,p2P7774,P7774,ABUW_4094,,,,,,,,
395,CP040262.1,p1P7774,P7774,ABUW_4004,,,,,,,,
395,CP040262.1,p1P7774,P7774,ABUW_4005,,,,,,,,
395,CP040262.1,p1P7774,P7774,ABUW_4006,,,,,,,,
395,CP040262.1,p1P7774,P7774,ABUW_4007,,,,,,,,
395,CP040262.1,p1P7774,P7774,ABUW_4094,,,,,,,,
396,CP040426.1,pPB364_1,PB364,ABUW_4004,,,,,,,,
396,CP040426.1,pPB364_1,PB364,ABUW_4005,,,,,,,,
396,CP040426.1,pPB364_1,PB364,ABUW_4006,,,,,,,,
396,CP040426.1,pPB364_1,PB364,ABUW_4007,,,,,,,,
396,CP040426.1,pPB364_1,PB364,ABUW_4094,,,,,,,,
397,CP040427.1,pPB364_2,PB364,ABUW_4004,,,,,,,,
397,CP040427.1,pPB364_2,PB364,ABUW_4005,,,,,,,,
397,CP040427.1,pPB364_2,PB364,ABUW_4006,,,,,,,,
397,CP040427.1,pPB364_2,PB364,ABUW_4007,,,,,,,,
397,CP040427.1,pPB364_2,PB364,ABUW_4094,,,,,,,,
398,CM018764.1,pABIQM1,ABIQM1,ABUW_4004,,,,,,,,
398,CM018764.1,pABIQM1,ABIQM1,ABUW_4005,,,,,,,,
398,CM018764.1,pABIQM1,ABIQM1,ABUW_4006,,,,,,,,
398,CM018764.1,pABIQM1,ABIQM1,ABUW_4007,,,,,,,,
398,CM018764.1,pABIQM1,ABIQM1,ABUW_4094,,,,,,,,
399,CP041149.1,pCUVET596,CUVET-MIC596,ABUW_4004,,,,,,,,
399,CP041149.1,pCUVET596,CUVET-MIC596,ABUW_4005,,,,,,,,
399,CP041149.1,pCUVET596,CUVET-MIC596,ABUW_4006,,,,,,,,
399,CP041149.1,pCUVET596,CUVET-MIC596,ABUW_4007,,,,,,,,
399,CP041149.1,pCUVET596,CUVET-MIC596,ABUW_4094,,,,,,,,
400,CP041588.1,pJ9-1,J9,ABUW_4004,,,,,,,,
400,CP041588.1,pJ9-1,J9,ABUW_4005,,,,,,,,
400,CP041588.1,pJ9-1,J9,ABUW_4006,,,,,,,,
400,CP041588.1,pJ9-1,J9,ABUW_4007,,,,,,,,
400,CP041588.1,pJ9-1,J9,ABUW_4094,,,,,,,,
401,CP041589.1,pJ9-2,J9,ABUW_4004,,,,,,,,
401,CP041589.1,pJ9-2,J9,ABUW_4005,,,,,,,,
401,CP041589.1,pJ9-2,J9,ABUW_4006,,,,,,,,
401,CP041589.1,pJ9-2,J9,ABUW_4007,,,,,,,,
401,CP041589.1,pJ9-2,J9,ABUW_4094,,,,,,,,
402,CP041590.1,pJ9-3,J9,ABUW_4004,,,,,,,,
402,CP041590.1,pJ9-3,J9,ABUW_4005,,,,,,,,
402,CP041590.1,pJ9-3,J9,ABUW_4006,,,,,,,,
402,CP041590.1,pJ9-3,J9,ABUW_4007,,,,,,,,
402,CP041590.1,pJ9-3,J9,ABUW_4094,,,,,,,,
403,CP042557.1,pE47_001,E47,ABUW_4004,,,,,,,,
403,CP042557.1,pE47_001,E47,ABUW_4005,,,,,,,,
403,CP042557.1,pE47_001,E47,ABUW_4006,,,,,,,,
403,CP042557.1,pE47_001,E47,ABUW_4007,,,,,,,,
403,CP042557.1,pE47_001,E47,ABUW_4094,,,,,,,,
404,CP042558.1,pE47_002,E47,ABUW_4004,,,,,,,,
404,CP042558.1,pE47_002,E47,ABUW_4005,,,,,,,,
404,CP042558.1,pE47_002,E47,ABUW_4006,,,,,,,,
404,CP042558.1,pE47_002,E47,ABUW_4007,,,,,,,,
404,CP042558.1,pE47_002,E47,ABUW_4094,,,,,,,,
405,CP042559.1,pE47_003,E47,ABUW_4004,,,,,,,,
405,CP042559.1,pE47_003,E47,ABUW_4005,,,,,,,,
405,CP042559.1,pE47_003,E47,ABUW_4006,,,,,,,,
405,CP042559.1,pE47_003,E47,ABUW_4007,,,,,,,,
405,CP042559.1,pE47_003,E47,ABUW_4094,,,,,,,,
406,CP042560.1,pE47_004,E47,ABUW_4004,,,,,,,,
406,CP042560.1,pE47_004,E47,ABUW_4005,,,,,,,,
406,CP042560.1,pE47_004,E47,ABUW_4006,,,,,,,,
406,CP042560.1,pE47_004,E47,ABUW_4007,,,,,,,,
406,CP042560.1,pE47_004,E47,ABUW_4094,,,,,,,,
407,CP042561.1,pE47_005,E47,ABUW_4004,,,,,,,,
407,CP042561.1,pE47_005,E47,ABUW_4005,,,,,,,,
407,CP042561.1,pE47_005,E47,ABUW_4006,,,,,,,,
407,CP042561.1,pE47_005,E47,ABUW_4007,,,,,,,,
407,CP042561.1,pE47_005,E47,ABUW_4094,,,,,,,,
408,CP042562.1,pE47_006,E47,ABUW_4004,,,,,,,,
408,CP042562.1,pE47_006,E47,ABUW_4005,,,,,,,,
408,CP042562.1,pE47_006,E47,ABUW_4006,,,,,,,,
408,CP042562.1,pE47_006,E47,ABUW_4007,,,,,,,,
408,CP042562.1,pE47_006,E47,ABUW_4094,,,,,,,,
409,CP042563.1,pE47_007,E47,ABUW_4004,,,,,,,,
409,CP042563.1,pE47_007,E47,ABUW_4005,,,,,,,,
409,CP042563.1,pE47_007,E47,ABUW_4006,,,,,,,,
409,CP042563.1,pE47_007,E47,ABUW_4007,,,,,,,,
409,CP042563.1,pE47_007,E47,ABUW_4094,,,,,,,,
410,CP042564.1,pE47_008,E47,ABUW_4004,,,,,,,,
410,CP042564.1,pE47_008,E47,ABUW_4005,,,,,,,,
410,CP042564.1,pE47_008,E47,ABUW_4006,,,,,,,,
410,CP042564.1,pE47_008,E47,ABUW_4007,,,,,,,,
410,CP042564.1,pE47_008,E47,ABUW_4094,,,,,,,,
411,CP042565.1,pE47_009,E47,ABUW_4004,,,,,,,,
411,CP042565.1,pE47_009,E47,ABUW_4005,,,,,,,,
411,CP042565.1,pE47_009,E47,ABUW_4006,,,,,,,,
411,CP042565.1,pE47_009,E47,ABUW_4007,,,,,,,,
411,CP042565.1,pE47_009,E47,ABUW_4094,,,,,,,,
412,CP045108.1,p1ATCC19606,ATCC 19606,ABUW_4004,,,,,,,,
412,CP045108.1,p1ATCC19606,ATCC 19606,ABUW_4005,,,,,,,,
412,CP045108.1,p1ATCC19606,ATCC 19606,ABUW_4006,,,,,,,,
412,CP045108.1,p1ATCC19606,ATCC 19606,ABUW_4007,,,,,,,,
412,CP045108.1,p1ATCC19606,ATCC 19606,ABUW_4094,,,,,,,,
413,CP045109.1,p2ATCC19606,ATCC 19606,ABUW_4004,,,,,,,,
413,CP045109.1,p2ATCC19606,ATCC 19606,ABUW_4005,,,,,,,,
413,CP045109.1,p2ATCC19606,ATCC 19606,ABUW_4006,,,,,,,,
413,CP045109.1,p2ATCC19606,ATCC 19606,ABUW_4007,,,,,,,,
413,CP045109.1,p2ATCC19606,ATCC 19606,ABUW_4094,,,,,,,,
