qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	qcovs	qcovhsp	stitle	accession
AKA33576.1	gb|CP084735.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	69524	100	100	Acinetobacter baumannii strain HKU3 plasmid pHKU3b, complete sequence	CP084735.1
AKA33576.1	gb|CP091595.1|	100.0	174	0	0	1	174	17646	17125	3.7799999999999997e-106	333.0	174	73145	100	100	Acinetobacter baumannii strain Nord4-2 plasmid pR32_2, complete sequence	CP091595.1
AKA33576.1	gb|CP094285.1|	100.0	174	0	0	1	174	60829	61350	3.7799999999999997e-106	333.0	174	71194	100	100	Acinetobacter baumannii strain NY5301 plasmid pNY5301-2, complete sequence	CP094285.1
AKA33576.1	gb|CP096689.1|	100.0	174	0	0	1	174	62767	63288	3.7799999999999997e-106	333.0	174	73209	100	100	Acinetobacter baumannii strain 5840 plasmid p5840, complete sequence	CP096689.1
AKA33576.1	gb|CP096691.1|	100.0	174	0	0	1	174	60914	61435	3.7799999999999997e-106	333.0	174	71277	100	100	Acinetobacter baumannii strain 5839 plasmid p5839, complete sequence	CP096691.1
AKA33576.1	gb|CP096695.1|	55.975	159	68	1	1	157	65970	66446	9.55e-58	194.0	174	78842	90	90	Acinetobacter baumannii strain 5773 plasmid p5773_2, complete sequence	CP096695.1
AKA33576.1	gb|CP096703.1|	55.975	159	68	1	1	157	58727	59203	9.55e-58	194.0	174	70287	90	90	Acinetobacter baumannii strain 5767 plasmid p5767, complete sequence	CP096703.1
AKA33576.1	gb|CP096706.1|	100.0	174	0	0	1	174	11335	10814	3.7799999999999997e-106	333.0	174	71277	100	100	Acinetobacter baumannii strain 5761 plasmid p5761, complete sequence	CP096706.1
AKA33576.1	gb|CP096708.1|	55.975	159	68	1	1	157	65971	66447	9.55e-58	194.0	174	77531	90	90	Acinetobacter baumannii strain 5760 plasmid p5760_1, complete sequence	CP096708.1
AKA33576.1	gb|CP096712.1|	55.975	159	68	1	1	157	65983	66459	9.55e-58	194.0	174	77531	90	90	Acinetobacter baumannii strain 5759 plasmid p5759_2, complete sequence	CP096712.1
AKA33576.1	gb|CP096716.1|	55.975	159	68	1	1	157	65970	66446	9.55e-58	194.0	174	77530	90	90	Acinetobacter baumannii strain 5745 plasmid p5745_2, complete sequence	CP096716.1
AKA33576.1	gb|CP096719.1|	100.0	174	0	0	1	174	60865	61386	3.7799999999999997e-106	333.0	174	70793	100	100	Acinetobacter baumannii strain 5741 plasmid p5741_2, complete sequence	CP096719.1
AKA33576.1	gb|CP096725.1|	55.975	159	68	1	1	157	65974	66450	9.55e-58	194.0	174	77534	90	90	Acinetobacter baumannii strain 5734 plasmid p5734_1, complete sequence	CP096725.1
AKA33576.1	gb|CP096730.1|	55.975	159	68	1	1	157	65119	65595	9.55e-58	194.0	174	77542	90	90	Acinetobacter baumannii strain 5729 plasmid p5729, complete sequence	CP096730.1
AKA33576.1	gb|CP096733.1|	55.975	159	68	1	1	157	59912	60388	9.55e-58	194.0	174	71479	90	90	Acinetobacter baumannii strain 5689 plasmid p5689_2, complete sequence	CP096733.1
AKA33576.1	gb|CP096736.1|	55.975	159	68	1	1	157	65965	66441	9.55e-58	194.0	174	77540	90	90	Acinetobacter baumannii strain 5683 plasmid p5683_1, complete sequence	CP096736.1
AKA33576.1	gb|CP096739.1|	100.0	174	0	0	1	174	62734	63255	3.7799999999999997e-106	333.0	174	73209	100	100	Acinetobacter baumannii strain 5679 plasmid p5679, complete sequence	CP096739.1
AKA33576.1	gb|CP096744.1|	100.0	174	0	0	1	174	60865	61386	3.7799999999999997e-106	333.0	174	71278	100	100	Acinetobacter baumannii strain 5671 plasmid p5671_2, complete sequence	CP096744.1
AKA33576.1	gb|CP096751.1|	55.975	159	68	1	1	157	65957	66433	9.55e-58	194.0	174	77530	90	90	Acinetobacter baumannii strain 5666 plasmid p5666_2, complete sequence	CP096751.1
AKA33576.1	gb|CP096754.1|	100.0	174	0	0	1	174	60425	60946	3.7799999999999997e-106	333.0	174	71044	100	100	Acinetobacter baumannii strain 5664 plasmid p5664, complete sequence	CP096754.1
AKA33576.1	gb|CP096756.1|	100.0	174	0	0	1	174	60399	60920	3.7799999999999997e-106	333.0	174	71044	100	100	Acinetobacter baumannii strain 5663 plasmid p5663, complete sequence	CP096756.1
AKA33576.1	gb|CP096763.1|	95.283	106	5	0	1	106	4069	4386	1.32e-64	214.0	174	72248	100	61	Acinetobacter baumannii strain 5651 plasmid p5651, complete sequence	CP096763.1
AKA33576.1	gb|CP096769.1|	55.975	159	68	1	1	157	2409	1933	9.55e-58	194.0	174	77533	90	90	Acinetobacter baumannii strain 5388 plasmid p5388_1, complete sequence	CP096769.1
AKA33576.1	gb|CP099785.1|	100.0	174	0	0	1	174	50483	51004	3.7799999999999997e-106	333.0	174	75310	100	100	Acinetobacter baumannii strain NCCP 15989 plasmid unnamed, complete sequence	CP099785.1
AKA33576.1	gb|CP099787.1|	100.0	174	0	0	1	174	29866	29345	3.7799999999999997e-106	333.0	174	72095	100	100	Acinetobacter baumannii strain NCCP 15992 plasmid unnamed, complete sequence	CP099787.1
AKA33576.1	gb|CP099791.1|	100.0	174	0	0	1	174	42954	43475	3.7799999999999997e-106	333.0	174	73034	100	100	Acinetobacter baumannii strain NCCP 15996 plasmid unnamed1, complete sequence	CP099791.1
AKA33576.1	gb|CP100306.1|	100.0	174	0	0	1	174	20020	20541	3.7799999999999997e-106	333.0	174	74294	100	100	Acinetobacter baumannii strain KBN10P05679 plasmid unnamed1, complete sequence	CP100306.1
AKA33576.1	emb|HG977523.1|	100.0	174	0	0	1	174	3995	4516	3.7799999999999997e-106	333.0	174	63720	100	100	Acinetobacter baumannii plasmid pCS01A, complete sequence	HG977523.1
AKA33576.1	emb|HG977527.1|	100.0	174	0	0	1	174	3995	4516	3.7799999999999997e-106	333.0	174	63795	100	100	Acinetobacter baumannii plasmid pCR17A, complete sequence	HG977527.1
AKA33576.1	gb|JAHPZP010000021.1|	100.0	174	0	0	1	174	6752	6231	3.7799999999999997e-106	333.0	174	70873	100	100	Acinetobacter baumannii plasmid pAci46a, whole genome shotgun sequence	JAHPZP010000021.1
AKA33576.1	gb|KF669606.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	70100	100	100	Acinetobacter baumannii strain G7 plasmid pAb-G7-2 transposon TnaphA6, complete sequence	KF669606.1
AKA33576.1	gb|KF889012.1|	100.0	174	0	0	1	174	62278	62799	3.7799999999999997e-106	333.0	174	65890	100	100	Acinetobacter baumannii TYTH-1 plasmid pAB_CC, complete sequence	KF889012.1
AKA33576.1	gb|KM051846.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	70102	100	100	Acinetobacter baumannii strain D72 plasmid pD72-2, complete sequence	KM051846.1
AKA33576.1	gb|KM922672.1|	55.975	159	68	1	1	157	19549	19073	9.55e-58	194.0	174	77530	90	90	Acinetobacter baumannii strain A221 plasmid pAZJ221, complete sequence	KM922672.1
AKA33576.1	gb|KR535992.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	70098	100	100	Acinetobacter baumannii strain A105 plasmid pA105-1, complete sequence	KR535992.1
AKA33576.1	gb|KU549175.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	103871	100	100	Acinetobacter baumannii strain C13 plasmid pC13-2, complete sequence	KU549175.1
AKA33576.1	gb|KX230794.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	67025	100	100	Acinetobacter baumannii strain MAL plasmid pMAL-2, complete sequence	KX230794.1
AKA33576.1	gb|KY022424.1|	100.0	174	0	0	1	174	32086	32607	3.7799999999999997e-106	333.0	174	82667	100	100	Acinetobacter baumannii strain Ab8098 plasmid pAb8098, complete sequence	KY022424.1
AKA33576.1	emb|LT984690.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	79598	100	100	Acinetobacter baumannii isolate K50 genome assembly, plasmid: I	LT984690.1
AKA33576.1	gb|MG954377.1|	100.0	174	0	0	1	174	3803	4324	3.79e-106	333.0	174	123432	100	100	Acinetobacter baumannii strain SGH9601 plasmid pS21-2, complete sequence	MG954377.1
AKA33576.1	gb|MG954379.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	70833	100	100	Acinetobacter baumannii strain SGH0905 plasmid pS32-2, complete sequence	MG954379.1
AKA33576.1	gb|MK243454.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	66886	100	100	Acinetobacter baumannii strain 09A16CRGN0014 plasmid pCRA914-67, complete sequence	MK243454.1
AKA33576.1	gb|MK386681.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	74241	100	100	Acinetobacter baumannii strain ABAY09008 plasmid pABAY09008_1B, complete sequence	MK386681.1
AKA33576.1	gb|MK386682.1|	55.975	159	68	1	1	157	45193	45669	9.54e-58	194.0	174	54627	90	90	Acinetobacter baumannii strain ABAY10001 plasmid pABAY10001_1C, complete sequence	MK386682.1
AKA33576.1	gb|MK531538.1|	100.0	174	0	0	1	174	3803	4324	3.7799999999999997e-106	333.0	174	67441	100	100	Acinetobacter baumannii strain MC23 plasmid pMC23.1, complete sequence	MK531538.1
AKA33577.1	gb|AEOY01000095.1|	99.206	126	1	0	1	126	4566	4943	2.23e-80	256.0	126	63320	100	100	Acinetobacter baumannii 3990 plasmid p1ABST2, whole genome shotgun sequence	AEOY01000095.1
AKA33577.1	gb|AFDB02000004.1|	99.206	126	1	0	1	126	49440	49817	2.23e-80	256.0	126	67012	100	100	Acinetobacter baumannii Naval-81 plasmid pNaval81-67, complete sequence, whole genome shotgun sequence	AFDB02000004.1
AKA33577.1	gb|AFDL01000006.1|	99.206	126	1	0	1	126	23997	23620	2.23e-80	256.0	126	69518	100	100	Acinetobacter baumannii OIFC143 plasmid pOIFC143-70, whole genome shotgun sequence	AFDL01000006.1
AKA33577.1	gb|ALII01000020.1|	99.206	126	1	0	1	126	7470	7093	2.23e-80	256.0	126	67025	100	100	Acinetobacter baumannii IS-123 plasmid pIS123-67, complete sequence, whole genome shotgun sequence	ALII01000020.1
AKA33577.1	dbj|AP023078.1|	98.413	126	2	0	1	126	65422	65799	1.1800000000000002e-79	254.0	126	73028	100	100	Acinetobacter baumannii OCU_Ac16a plasmid pOCU_Ac16a_1 DNA, complete sequence	AP023078.1
AKA33577.1	gb|AYOH01000010.2|	100.0	126	0	0	1	126	69117	69494	2e-81	259.0	126	74089	100	100	Acinetobacter baumannii UH9907 plasmid pABUH1-74, whole genome shotgun sequence	AYOH01000010.2
AKA33577.1	gb|CM009084.2|	99.206	126	1	0	1	126	44902	45279	2.23e-80	256.0	126	62339	100	100	Acinetobacter baumannii strain ZQ9 plasmid p2ZQ9, complete sequence, whole genome shotgun sequence	CM009084.2
AKA33577.1	gb|CM009650.1|	100.0	126	0	0	1	126	22436	22059	2e-81	259.0	126	68115	100	100	Acinetobacter baumannii strain ZQ3 plasmid p4ZQ3, complete sequence, whole genome shotgun sequence	CM009650.1
AKA33577.1	gb|CP000865.1|	99.206	126	1	0	1	126	4566	4943	2.23e-80	256.0	126	64366	100	100	Acinetobacter baumannii ACICU plasmid pACICU2, complete sequence	CP000865.1
AKA33577.1	gb|CP001922.1|	98.413	126	2	0	1	126	54844	55221	1.1800000000000002e-79	254.0	126	74451	100	100	Acinetobacter baumannii 1656-2 plasmid ABKp1, complete sequence	CP001922.1
AKA33577.1	gb|CP002524.1|	98.413	126	2	0	1	126	34681	35058	1.1800000000000002e-79	254.0	126	70894	100	100	Acinetobacter baumannii TCDC-AB0715 plasmid p2ABTCDC0715, complete sequence	CP002524.1
AKA33577.1	gb|CP003501.1|	51.24	121	59	0	1	121	11002	10640	1.2599999999999999e-34	126.0	126	77528	96	96	Acinetobacter baumannii MDR-TJ plasmid pABTJ1, complete sequence	CP003501.1
AKA33577.1	gb|CP003887.1|	51.24	121	59	0	1	121	18974	18612	1.2599999999999999e-34	126.0	126	70170	96	96	Acinetobacter baumannii BJAB07104 plasmid p1BJAB07104, complete sequence	CP003887.1
AKA33577.1	gb|CP003888.1|	51.24	121	59	0	1	121	18974	18612	1.2599999999999999e-34	126.0	126	70167	96	96	Acinetobacter baumannii BJAB0868 plasmid p2BJAB0868, complete sequence	CP003888.1
AKA33577.1	gb|CP007580.1|	98.413	126	2	0	1	126	49052	49429	1.1800000000000002e-79	254.0	126	71433	100	100	Acinetobacter baumannii AC30 plasmid pAC30c, complete sequence	CP007580.1
AKA33577.1	gb|CP008707.1|	100.0	126	0	0	1	126	4373	4750	2e-81	259.0	126	83610	100	100	Acinetobacter baumannii strain AB5075-UW plasmid p1AB5075, complete sequence	CP008707.1
AKA33577.1	gb|CP008851.1|	98.413	126	2	0	1	126	22496	22119	1.1800000000000002e-79	254.0	126	74749	100	100	Acinetobacter baumannii strain AC29 plasmid pAC29b, complete sequence	CP008851.1
AKA33577.1	gb|CP012008.1|	98.413	126	2	0	1	126	3128	2751	1.1800000000000002e-79	254.0	126	87569	100	100	Acinetobacter baumannii Ab04-mff plasmid pAB04-2, complete sequence	CP012008.1
AKA33577.1	gb|CP014216.1|	98.413	126	2	0	1	126	60091	60468	1.1800000000000002e-79	254.0	126	74241	100	100	Acinetobacter baumannii strain YU-R612 plasmid unnamed1, complete sequence	CP014216.1
AKA33577.1	gb|CP014292.1|	99.206	126	1	0	1	126	2896	2519	2.23e-80	256.0	126	84967	100	100	Acinetobacter baumannii strain AB34299 plasmid unnamed1, complete sequence	CP014292.1
AKA33577.1	gb|CP015366.1|	99.206	126	1	0	1	126	46191	45814	2.23e-80	256.0	126	80546	100	100	Acinetobacter baumannii strain 3207 plasmid pAba3207b, complete sequence	CP015366.1
AKA33577.1	gb|CP016297.1|	100.0	126	0	0	1	126	45090	45467	2e-81	259.0	126	74090	100	100	Acinetobacter baumannii strain CMC-CR-MDR-Ab4 plasmid pCMCVTAb2-Ab4, complete sequence	CP016297.1
AKA33577.1	gb|CP016302.1|	100.0	126	0	0	1	126	44195	44572	2e-81	259.0	126	73188	100	100	Acinetobacter baumannii strain CMC-CR-MDR-Ab66 plasmid pCMCVTAb2-Ab66, complete sequence	CP016302.1
AKA33577.1	gb|CP017645.1|	98.413	126	2	0	1	126	66431	66054	1.1800000000000002e-79	254.0	126	81227	100	100	Acinetobacter baumannii strain KAB02 plasmid, partial sequence	CP017645.1
AKA33577.1	gb|CP017647.1|	99.206	126	1	0	1	126	20114	19737	2.23e-80	256.0	126	73891	100	100	Acinetobacter baumannii strain KAB03 plasmid, complete sequence	CP017647.1
AKA33577.1	gb|CP017649.1|	98.413	126	2	0	1	126	40318	40695	1.1800000000000002e-79	254.0	126	121485	100	100	Acinetobacter baumannii strain KAB04 plasmid, complete sequence	CP017649.1
AKA33577.1	gb|CP017651.1|	98.413	126	2	0	1	126	51190	51567	1.1800000000000002e-79	254.0	126	70884	100	100	Acinetobacter baumannii strain KAB05 plasmid, complete sequence	CP017651.1
AKA33577.1	gb|CP017653.1|	98.413	126	2	0	1	126	691	1068	1.1800000000000002e-79	254.0	126	70884	100	100	Acinetobacter baumannii strain KAB06 plasmid, complete sequence	CP017653.1
AKA33577.1	gb|CP017655.1|	98.413	126	2	0	1	126	32397	32774	1.1800000000000002e-79	254.0	126	72073	100	100	Acinetobacter baumannii strain KAB07 plasmid pKAB07, complete genome	CP017655.1
AKA33577.1	gb|CP017657.1|	98.413	126	2	0	1	126	38721	39098	1.1800000000000002e-79	254.0	126	101406	100	100	Acinetobacter baumannii strain KAB08 plasmid, complete sequence	CP017657.1
AKA33577.1	gb|CP018144.1|	51.24	121	59	0	1	121	30614	30976	1.2599999999999999e-34	126.0	126	77513	96	96	Acinetobacter baumannii strain HRAB-85 plasmid, complete sequence	CP018144.1
AKA33577.1	gb|CP018422.1|	51.24	121	59	0	1	121	46910	46548	1.2599999999999999e-34	126.0	126	69069	96	96	Acinetobacter baumannii strain XDR-BJ83 plasmid pBJ83, complete genome	CP018422.1
AKA33577.1	gb|CP019115.1|	98.413	126	2	0	1	126	49974	50351	1.1800000000000002e-79	254.0	126	75390	100	100	Acinetobacter baumannii strain MDR-CQ plasmid pMDR-CQ, complete sequence	CP019115.1
AKA33577.1	gb|CP020573.1|	98.413	126	2	0	1	126	54093	53716	1.1800000000000002e-79	254.0	126	74241	100	100	Acinetobacter baumannii strain 15A5 plasmid p15A5_1, complete sequence	CP020573.1
AKA33577.1	gb|CP020577.1|	98.413	126	2	0	1	126	52309	51932	1.1800000000000002e-79	254.0	126	73264	100	100	Acinetobacter baumannii strain SSA12 plasmid pSSA12_1, complete sequence	CP020577.1
AKA33577.1	gb|CP020580.1|	98.413	126	2	0	1	126	73510	73133	1.1800000000000002e-79	254.0	126	90973	100	100	Acinetobacter baumannii strain SSMA17 plasmid pSSMA17_1, complete sequence	CP020580.1
AKA33577.1	gb|CP020582.1|	98.413	126	2	0	1	126	34360	33983	1.1800000000000002e-79	254.0	126	90972	100	100	Acinetobacter baumannii strain JBA13 plasmid pJBA13_1, complete sequence	CP020582.1
AKA33577.1	gb|CP020589.1|	98.413	126	2	0	1	126	25863	26240	1.1800000000000002e-79	254.0	126	72076	100	100	Acinetobacter baumannii strain 15A34 plasmid p15A34_1, complete sequence	CP020589.1
AKA33577.1	gb|CP020593.1|	98.413	126	2	0	1	126	72036	72413	1.1800000000000002e-79	254.0	126	74241	100	100	Acinetobacter baumannii strain USA2 plasmid pUSA2_1, complete sequence	CP020593.1
AKA33577.1	gb|CP020594.1|	100.0	126	0	0	1	126	32675	33052	2e-81	259.0	126	98301	100	100	Acinetobacter baumannii strain USA15 plasmid pUSA15_1, complete sequence	CP020594.1
AKA33577.1	gb|CP021322.1|	98.413	126	2	0	1	126	40649	41026	1.1800000000000002e-79	254.0	126	64557	100	100	Acinetobacter baumannii strain XH731 plasmid pXH731, complete sequence	CP021322.1
AKA33577.1	gb|CP021787.1|	98.413	126	2	0	1	126	4373	4750	1.1800000000000002e-79	254.0	126	86334	100	100	Acinetobacter baumannii strain A85 plasmid pA85-3, complete sequence	CP021787.1
AKA33577.1	gb|CP023028.1|	99.206	126	1	0	1	126	105364	105741	2.23e-80	256.0	126	110728	100	100	Acinetobacter baumannii strain 10042 plasmid pAba10042b, complete sequence	CP023028.1
AKA33577.1	gb|CP023030.1|	99.206	126	1	0	1	126	16298	16675	2.23e-80	256.0	126	95206	100	100	Acinetobacter baumannii strain 9102 plasmid pAba9102a, complete sequence	CP023030.1
AKA33577.1	gb|CP023033.1|	99.206	126	1	0	1	126	46191	45814	2.23e-80	256.0	126	80546	100	100	Acinetobacter baumannii strain 7847 plasmid pAba7847b, complete sequence	CP023033.1
AKA33577.1	gb|CP024578.1|	98.413	126	2	0	1	126	4373	4750	1.1800000000000002e-79	254.0	126	79335	100	100	Acinetobacter baumannii strain AbPK1 plasmid pAbPK1b, complete sequence	CP024578.1
AKA33577.1	gb|CP025267.1|	98.413	126	2	0	1	126	19793	20170	1.1800000000000002e-79	254.0	126	74241	100	100	Acinetobacter baumannii isolate SMC_Paed_Ab_BL01 plasmid pSMC_AB_BL01_1, complete sequence	CP025267.1
AKA33577.1	gb|CP026706.1|	100.0	126	0	0	1	126	55464	55087	2e-81	259.0	126	72105	100	100	Acinetobacter baumannii strain AR_0056 plasmid tig00000059_pilon, complete sequence	CP026706.1
AKA33577.1	gb|CP026712.1|	100.0	126	0	0	1	126	26318	25941	2e-81	259.0	126	72990	100	100	Acinetobacter baumannii strain AR_0063 plasmid unitig_2_pilon, complete sequence	CP026712.1
AKA33577.1	gb|CP026946.1|	100.0	126	0	0	1	126	26212	26589	2e-81	259.0	126	72204	100	100	Acinetobacter baumannii strain S1 plasmid pAbS1_03	CP026946.1
AKA33577.1	gb|CP027243.1|	99.206	126	1	0	1	126	4373	4750	2.23e-80	256.0	126	70796	100	100	Acinetobacter baumannii strain WCHAB005078 plasmid p1_005078, complete sequence	CP027243.1
AKA33577.1	gb|CP029571.1|	99.206	126	1	0	1	126	4806	5183	2.23e-80	256.0	126	71234	100	100	Acinetobacter baumannii strain DA33098 plasmid pDA33098-71, complete sequence	CP029571.1
AKA33577.1	gb|CP030109.1|	99.206	126	1	0	1	126	48333	48710	2.23e-80	256.0	126	84678	100	100	Acinetobacter baumannii strain DA33382 plasmid pDA33382-85, complete sequence	CP030109.1
AKA33577.1	gb|CP031382.1|	99.206	126	1	0	1	126	4373	4750	2.23e-80	256.0	126	70101	100	100	Acinetobacter baumannii ACICU plasmid pACICU2, complete sequence	CP031382.1
AKA33577.1	gb|CP033245.1|	99.206	126	1	0	1	126	46192	45815	2.23e-80	256.0	126	80548	100	100	Acinetobacter baumannii strain 7835 plasmid pAba7835b, complete sequence	CP033245.1
AKA33577.1	gb|CP035047.1|	100.0	126	0	0	1	126	4373	4750	2e-81	259.0	126	74091	100	100	Acinetobacter baumannii strain ABUH793 plasmid p74.1Kbp, complete sequence	CP035047.1
AKA33577.1	gb|CP036286.1|	98.413	126	2	0	1	126	4373	4750	1.1800000000000002e-79	254.0	126	71234	100	100	Acinetobacter baumannii strain TG60155 plasmid p60155_3, complete sequence	CP036286.1
AKA33577.1	gb|CP038264.1|	98.413	126	2	0	1	126	64752	65129	1.1800000000000002e-79	254.0	126	76956	100	100	Acinetobacter baumannii strain EC plasmid pEC_gr6, complete sequence	CP038264.1
AKA33577.1	gb|CP039994.1|	98.413	126	2	0	1	126	4373	4750	1.1800000000000002e-79	254.0	126	71233	100	100	Acinetobacter baumannii strain TG22182 plasmid pTG22182_1, complete sequence	CP039994.1
AKA33577.1	gb|CP040043.1|	98.413	126	2	0	1	126	5152	5529	1.1800000000000002e-79	254.0	126	82500	100	100	Acinetobacter baumannii strain VB958 plasmid unnamed3, complete sequence	CP040043.1
AKA33577.1	gb|CP042842.1|	99.206	126	1	0	1	126	29697	30074	2.23e-80	256.0	126	67023	100	100	Acinetobacter baumannii strain ATCC BAA-1790 plasmid unnamed, complete sequence	CP042842.1
AKA33577.1	gb|CP048134.1|	99.206	126	1	0	1	126	4373	4750	2.23e-80	256.0	126	74916	100	100	Acinetobacter baumannii strain D46 plasmid pD46-3, complete sequence	CP048134.1
AKA33577.1	gb|CP050392.1|	99.206	126	1	0	1	126	4373	4750	2.23e-80	256.0	126	70712	100	100	Acinetobacter baumannii strain VB11737 plasmid pVB11737_1, complete sequence	CP050392.1
AKA33577.1	gb|CP050404.1|	100.0	126	0	0	1	126	4373	4750	2e-81	259.0	126	99090	100	100	Acinetobacter baumannii strain VB2486 plasmid pVB2486_1, complete sequence	CP050404.1
AKA33577.1	gb|CP050413.1|	99.206	126	1	0	1	126	4373	4750	2.23e-80	256.0	126	70098	100	100	Acinetobacter baumannii strain PM192696 plasmid pPM192696_1, complete sequence	CP050413.1
AKA33577.1	gb|CP050909.1|	98.413	126	2	0	1	126	4373	4750	1.1800000000000002e-79	254.0	126	71194	100	100	Acinetobacter baumannii strain DT-Ab022 plasmid unnamed2, complete sequence	CP050909.1
AKA33577.1	gb|CP050912.1|	98.413	126	2	0	1	126	4373	4750	1.1800000000000002e-79	254.0	126	71194	100	100	Acinetobacter baumannii strain DT-Ab020 plasmid unnamed1, complete sequence	CP050912.1
AKA33577.1	gb|CP050915.1|	98.413	126	2	0	1	126	4373	4750	1.1800000000000002e-79	254.0	126	92021	100	100	Acinetobacter baumannii strain DT-Ab007 plasmid unnamed1, complete sequence	CP050915.1
AKA33577.1	gb|CP050917.1|	98.413	126	2	0	1	126	4373	4750	1.1800000000000002e-79	254.0	126	71194	100	100	Acinetobacter baumannii strain DT-Ab003 plasmid unnamed1, complete sequence	CP050917.1
AKA33577.1	gb|CP061516.1|	99.206	126	1	0	1	126	19517	19894	2.23e-80	256.0	126	83626	100	100	Acinetobacter baumannii strain CFSAN093710 plasmid pCFSAN093710_2, complete sequence	CP061516.1
AKA33577.1	gb|CP062921.1|	98.413	126	2	0	1	126	4373	4750	1.1800000000000002e-79	254.0	126	72831	100	100	Acinetobacter baumannii strain Res13-Abat-PEA21-P4-01-A plasmid unnamed1836, complete sequence	CP062921.1
AKA33577.1	gb|CP066230.1|	98.413	126	2	0	1	126	70229	70606	1.1800000000000002e-79	254.0	126	73339	100	100	Acinetobacter baumannii strain G20AB011 plasmid pG20AB011-1, complete sequence	CP066230.1
AKA33577.1	gb|CP066233.1|	98.413	126	2	0	1	126	54532	54909	1.1800000000000002e-79	254.0	126	73360	100	100	Acinetobacter baumannii strain G20AB010 plasmid pG20AB010-1, complete sequence	CP066233.1
AKA33577.1	gb|CP066236.1|	98.413	126	2	0	1	126	48958	48581	1.1800000000000002e-79	254.0	126	73361	100	100	Acinetobacter baumannii strain G20AB009 plasmid pG20AB009-1, complete sequence	CP066236.1
AKA33577.1	gb|CP066238.1|	98.413	126	2	0	1	126	25161	25538	1.1800000000000002e-79	254.0	126	73361	100	100	Acinetobacter baumannii strain G20AB007 plasmid pG20AB007-1, complete sequence	CP066238.1
AKA33577.1	gb|CP069841.1|	98.413	126	2	0	1	126	21372	20995	1.1800000000000002e-79	254.0	126	76933	100	100	Acinetobacter baumannii strain FDAARGOS_1360 plasmid unnamed1, complete sequence	CP069841.1
AKA33577.1	gb|CP072124.1|	99.206	126	1	0	1	126	4373	4750	2.23e-80	256.0	126	87529	100	100	Acinetobacter baumannii strain KSK1 plasmid p2KSK1, complete sequence	CP072124.1
AKA33577.1	gb|CP072272.1|	99.206	126	1	0	1	126	46102	46479	2.23e-80	256.0	126	68224	100	100	Acinetobacter baumannii strain KSK6 plasmid p2KSK6, complete sequence	CP072272.1
AKA33577.1	gb|CP072277.1|	99.206	126	1	0	1	126	46102	46479	2.23e-80	256.0	126	68225	100	100	Acinetobacter baumannii strain KSK7 plasmid p2KSK7, complete sequence	CP072277.1
AKA33577.1	gb|CP072282.1|	99.206	126	1	0	1	126	4373	4750	2.23e-80	256.0	126	87529	100	100	Acinetobacter baumannii strain KSK10 plasmid p2KSK10, complete sequence	CP072282.1
AKA33577.1	gb|CP072287.1|	99.206	126	1	0	1	126	4373	4750	2.23e-80	256.0	126	87529	100	100	Acinetobacter baumannii strain KSK11 plasmid p2KSK11, complete sequence	CP072287.1
AKA33577.1	gb|CP072292.1|	99.206	126	1	0	1	126	46102	46479	2.23e-80	256.0	126	68225	100	100	Acinetobacter baumannii strain KSK18 plasmid p2KSK18, complete sequence	CP072292.1
AKA33577.1	gb|CP072297.1|	99.206	126	1	0	1	126	4373	4750	2.23e-80	256.0	126	87529	100	100	Acinetobacter baumannii strain KSK19 plasmid p2KSK19, complete sequence	CP072297.1
AKA33577.1	gb|CP072302.1|	99.206	126	1	0	1	126	22345	21968	2.23e-80	256.0	126	68309	100	100	Acinetobacter baumannii strain KSK20 plasmid p2KSK20, complete sequence	CP072302.1
AKA33577.1	gb|CP072400.1|	99.206	126	1	0	1	126	4373	4750	2.23e-80	256.0	126	87529	100	100	Acinetobacter baumannii strain KSK2 plasmid p2KSK2, complete sequence	CP072400.1
AKA33577.1	gb|CP076802.1|	98.413	126	2	0	1	126	4373	4750	1.1800000000000002e-79	254.0	126	88371	100	100	Acinetobacter baumannii strain UC25604 plasmid p1UC25604, complete sequence	CP076802.1
AKA33577.1	gb|CP076805.1|	98.413	126	2	0	1	126	4373	4750	1.1800000000000002e-79	254.0	126	105056	100	100	Acinetobacter baumannii strain UC24371 plasmid p1UC24371, complete sequence	CP076805.1
AKA33577.1	gb|CP076818.1|	98.413	126	2	0	1	126	4373	4750	1.1800000000000002e-79	254.0	126	99399	100	100	Acinetobacter baumannii strain UC24137 plasmid p1UC24137, complete sequence	CP076818.1
